name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Highway to Hell,Highway to Hell,AC/DC,2zYzyRzz6pRmhPzyfMEC8s,1979-07-27,83,208400,0.574,0.061,0.913,0.00158,0.156,0.423,-4.793,0.133,115.728,6,4
A Glass Of Champagne,Sailor's Greatest Hits,Sailor,3lm0QsdpQrypDUbHexpVWK,1993-05-10,46,154173,0.561,0.21,0.719,0.000476,0.428,0.963,-11.333,0.0303,137.93,7,4
"Yes Sir, I Can Boogie",The Collection & Tracklisting,Baccara,2LScqpywMqGcnum6nNaxXX,1998,64,273866,0.454,0.127,0.769,3.23e-06,0.175,0.491,-7.653,0.0814,122.531,2,4
The Payback,The Payback,James Brown,5OcyX5eg7VrJuI833qOCUc,1973-01-01,58,459893,0.868,0.159,0.644,0.00018,0.901,0.785,-10.987,0.194,97.933,6,4
Jamming,Exodus (Deluxe Edition),Bob Marley & The Wailers,4zn0kScuV9Oj28d4g9CQQs,1977-06-03,74,211000,0.934,0.102,0.467,3.98e-05,0.109,0.73,-10.99,0.307,123.583,11,4
My Sweet Lord - 2020 Mix,All Things Must Pass (50th Anniversary/Super Deluxe),George Harrison,0SESMeut7QCvKdJLB6pHLM,2021-08-06,55,279106,0.539,0.169,0.74,0.0,0.128,0.688,-7.874,0.0298,120.853,6,4
Born to Be Alive - The Original,Born to Be Alive (The Original),Patrick Hernandez,3XIEWK1V9n25PS9Vb6axj5,1978,71,188133,0.704,0.0834,0.868,0.0,0.206,0.808,-5.808,0.0315,131.468,2,4
Whatever You Want,Whatever You Want,Status Quo,2kUzt5LsTUR0ggquP7O3eN,1979,65,243546,0.56,0.772,0.705,0.00259,0.264,0.501,-6.761,0.0498,122.456,2,4
Georgy Porgy,Toto,TOTO,5jQcJ2st6yHWhUBjoDoZPH,1978-10-10,61,247586,0.799,0.0519,0.783,0.0213,0.127,0.918,-7.703,0.0847,97.207,11,4
You're The One That I Want - From “Grease”,Grease (The Original Motion Picture Soundtrack),Various Artists,0B9x2BRHqj3Qer7biM3pU3,1978-04-04,73,169840,0.758,0.281,0.612,0.00288,0.0954,0.822,-11.403,0.0598,106.945,0,4
Rivers of Babylon,Nightflight to Venus,Boney M.,78His8pbKjbDQF7aX5asgv,1978,66,261266,0.729,0.13,0.851,0.000912,0.443,0.741,-7.033,0.0362,115.118,7,4
He's the Greatest Dancer - 1995 Remaster,We Are Family (1995 Remaster),Sister Sledge,5WwRKYnVy9dekqXAGPbAvU,1979-02-15,62,375400,0.7,0.00115,0.816,0.00123,0.0901,0.838,-9.711,0.044,113.244,7,4
Sealed with a Kiss,Sealed With A Kiss,Bobby Vinton,26mlDJoh5bQiC7efK7xq9z,1972-07-01,49,169066,0.414,0.678,0.317,2.56e-05,0.213,0.673,-12.9,0.026,86.111,5,4
Rock Your Baby,The Very Best Of George McCrae,George McCrae,1lmfsSEuxU4PpT739Kihno,2001,52,200866,0.594,0.313,0.771,0.00474,0.0694,0.953,-10.671,0.0443,104.389,5,4
Da Ya Think I'm Sexy?,Blondes Have More Fun,Rod Stewart,4z7maGZkAonDlXlwo8q69f,1978-11-24,72,331333,0.715,0.0143,0.689,0.000192,0.111,0.852,-8.065,0.029,111.504,2,4
Rockin' All Over The World,Rockin' All Over The World,Status Quo,6YlOxoHWLjH6uVQvxUIUug,1977-11-11,63,215333,0.632,0.236,0.933,0.00151,0.604,0.968,-7.874,0.0326,131.487,0,4
Move on Up,Move on Up,Curtis Mayfield,0MHXrqn909p0LRTPsNsGEi,1970,69,165789,0.538,0.417,0.969,0.00154,0.119,0.928,-5.626,0.0906,138.652,11,4
We Will Rock You - Remastered 2011,News Of The World (2011 Remaster),Queen,4pbJqGIASGPr0ZpGpnWkDn,1977-10-28,78,122066,0.692,0.676,0.497,0.0,0.259,0.475,-7.316,0.119,81.308,2,4
Lost in Music - 1995 Remaster,We Are Family (1995 Remaster),Sister Sledge,47eSFHsPDVJwssTTG62Af3,1979-02-15,59,287440,0.758,0.0544,0.841,0.000153,0.103,0.849,-7.509,0.0319,114.487,0,4
Stumblin' In - 2017 Remaster,If You Knew Suzi… (2017 Remaster),Suzi Quatro,0EA8k9iH93YEJFaBuRt7Tc,1978-08-12,60,239529,0.761,0.126,0.723,0.000292,0.345,0.923,-10.549,0.0313,129.269,7,4
The Hustle,Music For Seventies,Various Artists,1uYyXXqWQJ0fBQ0a7iMU0a,2007-01-01,43,242640,0.646,0.00574,0.867,0.159,0.0434,0.812,-8.523,0.0498,111.193,5,4
Is This Love,Kaya,Bob Marley & The Wailers,6JRLFiX9NJSoRRKxowlBYr,1978,76,232200,0.776,0.11,0.559,0.0,0.0671,0.758,-8.375,0.103,122.242,6,4
Angeleyes,Voulez-Vous,ABBA,7rWgGyRK7RAqAAXy4bLft9,1979,76,260893,0.719,0.523,0.922,0.000163,0.0867,0.964,-6.091,0.0338,133.113,11,4
I Was Made For Lovin' You,Dynasty,KISS,07q0QVgO56EorrSGHC48y3,1979-03-23,81,271240,0.768,0.214,0.852,7.36e-05,0.0723,0.867,-6.215,0.038,128.373,4,4
You To Me Are Everything,Children of the Ghetto: The Pye Anthology,The Real Thing,0klZpFX0a84jdkqzPNrLQs,1999-01-01,59,209733,0.643,0.233,0.909,0.0,0.0809,0.818,-8.467,0.0965,102.202,11,4
"Footsteps in the Dark, Pts. 1 & 2",Go for Your Guns,The Isley Brothers,1tL5a9jowsWMtn3wkFYsG9,1977-08-21,60,306800,0.679,0.402,0.374,2.49e-05,0.0541,0.871,-10.565,0.0482,80.86,11,4
Rock 'n' Roll (Part 2),Glitter,Gary Glitter,5F40csF5DtKOGfEg8vuz1d,1973,54,193253,0.71,0.000292,0.314,0.785,0.0857,0.401,-10.666,0.082,129.124,11,4
She's A Lady,Tom Jones Sings She's A Lady,Tom Jones,5JnHzjo25FY1fMQMQVOawB,1971-05-01,62,174146,0.51,0.212,0.876,0.0,0.248,0.624,-9.101,0.161,119.702,2,4
"Bad Girls - 12"" Version",Bad Girls [Deluxe Edition (US Version)],Donna Summer,3n48NtvOovv1UMTA41zxMn,1979-04-25,0,295125,0.872,0.00839,0.873,0.00568,0.451,0.97,-6.824,0.0374,120.378,2,4
YMCA - Original Version 1978,YMCA,Village People,54OR1VDpfkBuOY5zZjhZAY,1978-01-01,71,286800,0.723,0.0643,0.969,0.0,0.115,0.728,-4.516,0.142,126.653,6,4
Mamma Mia,Abba,ABBA,2TxCwUlqaOH3TIyJqGgR91,1975,76,213266,0.749,0.295,0.748,0.000443,0.469,0.827,-7.011,0.0323,137.547,2,4
"Can't Get Enough Of Your Love, Babe",Can't Get Enough,Barry White,0hSAR39xfxXXs2LmwjTWUI,1974-01-01,0,273999,0.73,0.117,0.772,0.121,0.0757,0.779,-7.622,0.0673,111.814,5,4
Got To Give It Up - Album Edit,The Complete Collection,Marvin Gaye,29L9RTMgpqS98Lu0VUUhhr,2008-01-01,0,361093,0.838,0.213,0.806,0.00203,0.354,0.846,-9.738,0.0408,123.121,2,4
The Ghetto,Everything Is Everything,Donny Hathaway,1yeIxOEFmpQ3qlOb2R3g2m,1970-01-01,53,413773,0.739,0.37,0.523,0.194,0.177,0.826,-10.462,0.0303,113.939,5,4
I Can Help,The Best Of Billy Swan,Billy Swan,4oW1lGOw5Q5OLvoJv92qoE,1974,49,238333,0.471,0.511,0.675,0.019,0.232,0.53,-9.07,0.0513,125.313,0,4
Dancing Machine,Dancing Machine,The Jackson 5,0xqb2Euq1PAxKHBA36NUnx,1974-09-05,55,161813,0.776,0.133,0.794,2.35e-05,0.689,0.845,-7.722,0.0723,109.277,6,4
Don't Stop 'Til You Get Enough,Off the Wall,Michael Jackson,46eu3SBuFCXWsPT39Yg3tJ,1979-08-10,75,365466,0.878,0.126,0.821,0.0461,0.183,0.947,-9.875,0.089,118.881,11,4
Ring My Bell (Re-Recorded) [Remastered],Ring My Bell (Dubstep Remix),Anita Ward,5XHnhjqYz8wqsZO09vudiA,2011-10-04,46,230880,0.773,0.0833,0.617,0.000952,0.0653,0.974,-12.933,0.0356,125.06,5,4
Every 1's a Winner - Single Version,Every 1's a Winner,Hot Chocolate,5MXXbGYNmRHR7ULMvZYo5R,1978,58,289266,0.727,0.0621,0.548,0.516,0.133,0.929,-7.393,0.0291,107.826,10,4
Chiquitita,Voulez-Vous,ABBA,762B4bOcXF7I2Y8UlKTyTy,1979,74,326320,0.5,0.734,0.554,3.72e-06,0.312,0.372,-8.108,0.0354,84.229,9,4
We Don't Talk Anymore - 2001 Remaster,Rock 'n' Roll Juvenile,Cliff Richard,3Ug96zKa29P3vICEEcYajZ,1979,57,257160,0.746,0.0014,0.703,0.00414,0.066,0.733,-7.853,0.0291,111.569,0,4
"You're The First, The Last, My Everything - Edit",All-Time Greatest Hits,Barry White,3rqXP37YkEnizabzjM7uIu,1994-08-10,55,208933,0.631,0.00367,0.59,0.00299,0.0537,0.927,-12.138,0.0297,130.145,5,4
You Can Get It If You Really Want,The Harder They Come,Jimmy Cliff,2QKh6t4JnWeTnzQpkNXhzW,1972-01-01,0,158893,0.894,0.248,0.559,0.0,0.0762,0.929,-8.547,0.0568,128.164,1,4
Never Can Say Goodbye - Single Version,Never Can Say Goodbye (Deluxe Edition),Gloria Gaynor,3b9Cpi8jW9jNoyx72QbfRO,1975-01-23,54,179466,0.611,0.000588,0.882,0.926,0.397,0.895,-3.18,0.028,125.681,7,4
Promised Land,Promised Land,Elvis Presley,0SSKHTfyUmL8JUQtfpKcfB,1975-01-08,55,173786,0.481,0.28,0.915,0.819,0.538,0.95,-10.446,0.0419,192.525,9,4
Back Stabbers,Back Stabbers,The O'Jays,0KpMY3D2G8253VTZbDBUmA,1972-01-01,58,186093,0.751,0.317,0.714,0.0,0.639,0.935,-11.614,0.0374,124.379,10,4
Sailing,Atlantic Crossing,Rod Stewart,6OuRbvP4PgbuzBIapVzmFJ,1975,67,277960,0.43,0.372,0.374,0.379,0.316,0.191,-9.949,0.0292,128.56,11,4
I Feel Love - Edit,Summer: The Original Hits,Donna Summer,4lvNaO9CiRQN5AgGvBmuKx,2018-04-20,51,226906,0.663,0.0326,0.907,0.559,0.0765,0.937,-8.625,0.0417,125.723,0,4
Dreadlock Holiday,Bloody Tourists,10cc,1LOZMYF5s8qhW7Rv4w2gun,1978,67,267946,0.837,0.541,0.38,0.00789,0.198,0.892,-13.341,0.064,104.995,7,4
Living Next Door to Alice,The Original Smokie Gold,Smokie,4a8ZMNLB75047bY2I7oABt,1975,52,207693,0.591,0.107,0.396,0.0,0.248,0.781,-14.753,0.0371,126.091,9,4
September,"The Essential Earth, Wind & Fire","Earth, Wind & Fire",3wpLkju0bJy89kjgdRys0j,2014-03-25,61,215080,0.694,0.165,0.831,0.000892,0.25,0.98,-7.288,0.0301,125.901,9,4
Don't Leave Me This Way (feat. Teddy Pendergrass),The Essential Harold Melvin & The Blue Notes (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,0stslsclx39gQ7vSYEAgz0,2004-08-31,0,364000,0.474,0.28,0.711,2.07e-06,0.111,0.52,-8.858,0.0611,120.094,0,4
La Grange - 2005 Remaster,Tres Hombres (Expanded 2006 Remaster),ZZ Top,70YvYr2hGlS01bKRIho1HM,1973-07-26,75,230480,0.545,0.00249,0.64,0.0304,0.196,0.606,-9.937,0.224,80.544,4,4
For the Love of Money,Ship Ahoy (Expanded Edition),The O'Jays,3p1JoOEhVkEnTaa4JzTMSk,1973,56,439866,0.679,0.236,0.802,2.33e-06,0.132,0.894,-7.739,0.0406,97.375,0,4
Love Is In The Air,I Hate the Music,John Paul Young,3c4OULLWwgRqBfA2dJtRuY,2009-09-18,67,210293,0.557,0.0254,0.791,0.000269,0.0603,0.89,-7.201,0.0389,122.337,0,4
The Model - 2009 Remaster,The Man-Machine (2009 Remaster),Kraftwerk,1FL9DHDSED6lxNMDJUJQvB,1978,59,220533,0.708,0.00122,0.683,0.643,0.121,0.463,-7.768,0.0344,123.602,4,4
Ain't No Stoppin' Us Now - Single Version,Bridget Jones’s Baby (Original Motion Picture Soundtrack),Various Artists,18piene9mIdOJA2dura9LH,2016-09-16,0,217320,0.721,0.0835,0.743,0.0,0.135,0.867,-6.358,0.0525,112.504,1,4
Waiting In Vain,Exodus (Deluxe Edition),Bob Marley & The Wailers,4Gq2ydMKhDZmctzkmk2bYo,1977-06-03,68,256240,0.769,0.0292,0.457,3.07e-05,0.0599,0.806,-11.501,0.327,78.789,8,4
When You're In Love With A Beautiful Woman,Pleasure & Pain,Dr. Hook,1UiKUFbCfgbVjwY8W657Pv,1978,64,178826,0.679,0.405,0.728,0.00261,0.0506,0.852,-9.539,0.0378,109.623,8,4
We Are The Champions - Remastered 2011,News Of The World (2011 Remaster),Queen,1lCRw5FEZ1gPDNPzy1K4zW,1977-10-28,74,179200,0.268,0.378,0.459,0.0,0.118,0.175,-6.94,0.0346,64.177,10,4
Stayin' Alive - Remastered Version,Number Ones,Bee Gees,3LmpQiFNgFCnvAnhhvKUyI,2004-11-09,0,285200,0.675,0.0696,0.899,0.000139,0.33,0.91,-6.124,0.0418,103.683,10,4
Your Song,360 Degrees Of Billy Paul,Billy Paul,35Rz0iAqsz7HASZISPGdhq,1972,0,392240,0.506,0.447,0.744,0.0,0.0761,0.714,-8.021,0.05,131.165,8,4
Samba Pa Ti,Abraxas,Santana,35fC3Wq3slX4OBfyvBVmHm,1970-09-23,62,284800,0.407,0.829,0.358,0.424,0.0827,0.267,-12.908,0.0343,92.292,9,4
Hold the Line,The Essential Toto,TOTO,17arUdDWEinOOVrrVUkEM7,2014-06-23,53,236106,0.482,0.0191,0.835,0.0143,0.162,0.776,-7.68,0.0539,96.444,6,4
"No Woman, No Cry - Live At The Lyceum, London/1975",Legend - The Best Of Bob Marley And The Wailers,Bob Marley & The Wailers,5rPnv4gceOGKCqbN06F2aJ,2002-01-01,59,428360,0.641,0.276,0.657,0.0261,0.713,0.602,-9.354,0.0604,78.132,1,4
You'll Never Find Another Love Like Mine,All Things In Time,Lou Rawls,6OylYIXrIH2E3hgg7Dqz5M,1976,63,266200,0.691,0.148,0.718,4.81e-05,0.108,0.934,-8.457,0.0317,110.623,2,4
Love Really Hurts Without You,Billy Ocean (Expanded Edition),Billy Ocean,4GhtDORJiSRYxj6M1bv0vX,1976-01-05,69,179013,0.518,0.00221,0.907,1.15e-05,0.0838,0.961,-3.732,0.0343,140.982,5,4
Right Down the Line,City to City,Gerry Rafferty,2Xb6wJYGi0QXwURw5WWvI5,1978,74,267773,0.783,0.213,0.322,0.00243,0.114,0.77,-15.091,0.0343,128.226,0,4
You Make Me Feel (Mighty Real),Step II,Sylvester,3j1fs2X0ibiihnM4Fd4A2D,1978,0,395573,0.642,0.0455,0.806,0.314,0.0498,0.962,-12.973,0.032,131.577,10,4
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Saturday Night Fever (The Original Movie Soundtrack),Various Artists,33ALuUDfftTs2NEszyvJRm,1977-12-12,52,211640,0.722,0.0241,0.541,0.000785,0.0941,0.917,-14.951,0.0282,109.152,1,4
I Want Your Love,C'est Chic,CHIC,6HZKlK1mDDBsILMoNNncxL,1978-08-11,0,415466,0.706,0.0232,0.723,0.0441,0.0994,0.937,-9.235,0.0382,113.121,5,4
Fantasy - Single Version,"The Best Of Earth, Wind & Fire Vol. 1","Earth, Wind & Fire",3YcusdF0VAb25wLvmvJDJ6,1978-11-23,0,226213,0.666,0.291,0.714,0.0212,0.128,0.69,-9.448,0.0617,89.018,4,4
It's A Shame,2nd Time Around (Expanded Edition),The Spinners,1l1YTy9nJ0trwhsCGcimly,1970,65,190058,0.372,0.0947,0.642,0.0,0.117,0.705,-11.955,0.0594,198.731,11,4
Rock with You - Single Version,Off the Wall,Michael Jackson,7oOOI85fVQvVnK5ynNMdW7,1979-08-10,74,220626,0.808,0.179,0.535,9.91e-05,0.158,0.848,-12.521,0.0353,114.031,1,4
One Love / People Get Ready - Medley,Exodus (Deluxe Edition),Bob Marley & The Wailers,2HcyIzVsX45jLIxK7SH2aI,1977-06-03,72,172933,0.725,0.0783,0.523,0.0,0.0665,0.95,-9.593,0.324,76.292,10,4
A Song for You,Donny Hathaway,Donny Hathaway,5spAjqC772iC2KzDvEkmSr,1971,60,325946,0.332,0.821,0.22,0.000205,0.245,0.0719,-13.157,0.036,100.196,5,4
Hot Love - A Side,Electric Warrior,T. Rex,4R5qHNB2gdxBM2LDNaJZeO,1971-09-24,55,295480,0.565,0.0839,0.543,0.0521,0.0867,0.486,-8.505,0.0376,130.983,11,4
Hot Stuff,The Dance Collection,Donna Summer,6RVevoPzbGygqvm6LxHAuf,1987-01-01,0,400440,0.797,0.00254,0.738,0.132,0.0433,0.964,-13.87,0.0341,120.494,0,4
Black Betty,Ram Jam,Ram Jam,6kooDsorCpWVMGc994XjWN,1977-06-20,71,238973,0.465,0.0241,0.907,0.00118,0.13,0.681,-6.404,0.113,117.293,11,4
You Are Everything,Diana & Marvin,Diana Ross,5qPw12iOd2txlJlAvVCRBb,1973-10-26,0,190440,0.507,0.0456,0.48,2.99e-05,0.14,0.503,-9.665,0.0509,150.323,10,4
Blame It on the Boogie,Destiny,The Jacksons,3qI94hINNNeb4S7xQi18lS,1978-12-17,71,214200,0.774,0.0765,0.641,0.0,0.0867,0.875,-10.193,0.0799,113.256,1,4
Three Little Birds,Exodus (Deluxe Edition),Bob Marley & The Wailers,6A9mKXlFRPMPem6ygQSt7z,1977-06-03,78,180266,0.814,0.0111,0.482,1.57e-06,0.0476,0.615,-10.493,0.0588,148.404,9,4
"Never, Never Gonna Give Ya Up - Long Version",The Complete 20th Century Records Singles (1973-1979),Barry White,00FRRwuaJP9KimukvLQCOz,2018-04-13,45,280280,0.583,0.113,0.798,0.0,0.0513,0.96,-9.716,0.0612,85.323,2,4
The Love I Lost (feat. Teddy Pendergrass),Black & Blue (Expanded Edition) (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,4mumFsUDQXpQts1Y7Zjw5H,1973-02-01,59,384613,0.665,0.119,0.859,0.0,0.0769,0.639,-4.532,0.0671,123.387,2,4
I'm Every Woman,"Epiphany: The Best of Chaka Khan, Vol. 1",Chaka Khan,2M55R2A9IAhLdsCGFj8r8k,1996-11-08,55,249600,0.603,0.0418,0.886,0.000171,0.295,0.727,-7.301,0.0465,114.045,0,4
"Get Up, Stand Up",Burnin' (Deluxe Edition),The Wailers,25ugoarRZ6IaZegrjNxGOx,1973-10-19,61,197666,0.765,0.409,0.555,2.04e-06,0.073,0.828,-7.579,0.374,77.848,10,4
Smoke on the Water,Machine Head,Deep Purple,5SAUIWdZ04OxYfJFDchC7S,1972-03-25,63,342173,0.632,0.0983,0.586,0.581,0.0535,0.89,-11.333,0.0284,114.243,0,4
Got to Be Real,Cheryl Lynn (Expanded Edition),Cheryl Lynn,58r4JuwHhXLAkttkaUZfLw,1978-07-17,65,307946,0.836,0.0943,0.626,0.742,0.153,0.898,-10.143,0.0335,114.657,9,4
Rose Garden,Rose Garden,Lynn Anderson,5YwgJ6lpZ3SiAQwBEpjqey,1971,61,175866,0.589,0.168,0.501,0.0,0.0741,0.969,-11.665,0.031,131.064,0,4
It's a Heartache,It's a Heartache,Bonnie Tyler,2pag2vElkdroT8hIO4Gozi,2006-07-07,61,209760,0.54,0.0288,0.709,1.27e-06,0.368,0.499,-5.539,0.0294,118.878,0,4
Sad Eyes - Remastered,Classic Masters,Robert John,3w3rLh6wmne91BS2rwgcog,2002,57,253213,0.431,0.599,0.463,0.00282,0.132,0.687,-7.342,0.0268,107.19,0,3
I Love to Love,I Love To Love - The Best Of,Tina Charles,5jWI1xNxABzDRFTnD2yp8L,1997-06-06,60,183693,0.677,0.143,0.703,6.96e-05,0.514,0.962,-9.344,0.0344,99.419,9,4
Can't Stand Losing You,Outlandos D'Amour (Remastered 2003),The Police,6DjKJgwe9c90Bd2iya0fre,1978-11-02,55,178760,0.737,0.0701,0.789,0.000933,0.0518,0.891,-5.299,0.3,141.969,2,4
I Am...I Said - Single Version,Stones,Neil Diamond,4wOKTOwGVrie2GIbCMEe7U,1971-11-05,62,213200,0.246,0.141,0.375,4.97e-06,0.109,0.511,-14.409,0.0272,90.53,10,4
Disco Inferno - Edit,Playlist: The Best Of The Trammps,The Trammps,3GXo1eWlT2flv4x01l5OTu,2016-06-17,59,215626,0.761,0.0439,0.614,0.0596,0.0531,0.894,-11.445,0.0354,129.637,10,4
Nutbush City Limits,18 Classic Tracks,Ike & Tina Turner,2LchpUTiXjYoOL4RgZa02N,2003-01-01,48,178933,0.758,0.183,0.829,0.213,0.0554,0.912,-10.905,0.0292,76.148,7,4
It Never Rains in Southern California,It Never Rains In Southern California,Albert Hammond,6tunhVGD8C05MZNjSVIsjw,1972-08-16,66,233506,0.626,0.124,0.565,0.0,0.0811,0.924,-10.027,0.0271,116.61,9,4
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Saturday Night Fever (The Original Movie Soundtrack Deluxe Edition),Various Artists,3KfFrcJoCFXU2uFiO7XwTh,1977-11-15,52,196440,0.634,0.302,0.426,0.00266,0.653,0.689,-15.046,0.0462,105.921,7,4
Tush - 2006 Remaster,Fandango! (Expanded 2006 Remaster),ZZ Top,6zGDIDjfDkPyNxrEERO3XG,1975-04-18,66,137933,0.58,0.1,0.885,0.00157,0.146,0.788,-5.154,0.0715,145.405,0,4
Cold as Ice,Foreigner (Expanded),Foreigner,7vidktgNZFQylTgH1GEnMs,1977-03-08,69,200213,0.562,0.0264,0.609,0.0,0.17,0.512,-7.063,0.0271,130.753,3,4
Love Don't Live Here Anymore,Rose Royce III: Strikes Again!,Rose Royce,3pVsGhUEBZKFtn0n8zjS0H,1978,50,238306,0.529,0.834,0.262,0.00078,0.107,0.648,-19.546,0.0698,83.046,11,4
She's Out of My Life - Single Version,Off the Wall,Michael Jackson,6NGsHLZYGVAkXTFr75WWnn,1979-08-10,57,218266,0.293,0.962,0.0348,0.000212,0.105,0.101,-23.92,0.0414,130.959,4,4
I Can See Clearly Now,Radio Hits Of the '70s,Various Artists,0oCT5rVvMdPPUm0bxG7yzT,1972,55,162653,0.683,0.41,0.53,7.43e-05,0.06,0.579,-8.542,0.0601,124.392,2,4
Tragedy,Spirits Having Flown,Bee Gees,6UXXeFqMBGiqjkzQzkMT3E,1979-02-05,65,303333,0.665,0.0889,0.532,0.0109,0.296,0.81,-10.793,0.0277,117.955,2,4
Come and Get Your Love - Single Version,Come and Get Your Love,Redbone,7GVUmCP00eSsqc4tzj1sDD,1973-11-01,76,205933,0.731,0.172,0.804,0.00028,0.0685,0.957,-7.621,0.0473,107.383,11,4
Do That To Me One More Time,Make Your Move,Captain & Tennille,0m4jVVZrsv0bLkAr1uM6UG,1979-01-01,67,256666,0.728,0.563,0.524,0.000131,0.0913,0.51,-8.227,0.0255,90.262,7,4
Le Freak,C'est Chic,CHIC,28NBmftocOzTPEb6OYA9fW,1978-08-11,0,327573,0.867,0.0453,0.746,0.0,0.123,0.933,-7.445,0.0475,118.616,7,4
Copacabana (At the Copa),The Greatest Songs Of The Seventies,Barry Manilow,3hWOGUIOcqKDoVpFBLp9Qc,2007-09-10,56,241346,0.763,0.542,0.665,3.28e-05,0.0972,0.803,-7.914,0.0444,108.035,9,4
I Shot The Sheriff,461 Ocean Blvd. (Deluxe Edition),Eric Clapton,0UOxp1BpnD8uPQMKU4wKjz,1974-07-01,63,263746,0.73,0.0853,0.639,0.00221,0.102,0.658,-11.025,0.0524,94.395,7,4
Flash Light,Funkentelechy Vs. The Placebo Syndrome,Parliament,1v1PV2wERHiMPesMWX0qmO,1977-11-28,60,346666,0.702,0.243,0.735,0.117,0.474,0.687,-10.458,0.0465,105.177,7,4
"Theme From ""Shaft""",Classic Soul,Various Artists,15ySyt38mBi1v4xMLRfD25,2019-02-22,40,276198,0.493,0.0324,0.653,7.76e-06,0.232,0.652,-13.119,0.0486,120.709,0,4
If You Don't Know Me by Now (feat. Teddy Pendergrass),The Best Of Harold Melvin & The Blue Notes: If You Don't Know Me By Now (Featuring Teddy Pendergrass) (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,3oI95Uihdvu7uCiirC1DQA,1995-02-28,0,205573,0.467,0.659,0.371,6.67e-05,0.756,0.478,-12.514,0.0322,93.681,11,3
Bright Eyes,Fate For Breakfast,Art Garfunkel,3Jy0dWV5AnnfyTvHK6UWof,1979-03-15,60,238600,0.38,0.745,0.21,0.45,0.0829,0.207,-15.603,0.0319,112.51,7,4
SOS,Abba,ABBA,6yZv0Nl6BXABbXoPVpfF5y,1975,61,202386,0.415,0.251,0.713,0.00197,0.289,0.579,-5.55,0.0278,125.056,5,4
Lowdown,Silk Degrees,Boz Scaggs,0nlZjTPzW6S9JIESuGfImT,1976,65,315640,0.662,0.0812,0.788,0.141,0.0351,0.929,-5.544,0.0635,116.499,11,4
Feel Like Makin' Love,Feel Like Makin' Love,Roberta Flack,7gkboYtvhuXNS4EUwmFPcw,1975,61,175400,0.681,0.833,0.264,0.441,0.103,0.692,-21.861,0.0309,93.809,8,4
Are You Ready For Love? - Remastered,Diamonds (Deluxe),Elton John,3D15FZXmjfna7aFfKmEajd,2017-11-10,64,212440,0.803,0.254,0.748,0.00212,0.113,0.752,-5.221,0.0314,116.532,2,4
Young Hearts Run Free,Young Hearts Run Free (US Internet Release),Candi Staton,3MFa9idQuY4iJLWsZl3tIQ,1976,67,248360,0.653,0.13,0.652,1.58e-05,0.202,0.846,-9.304,0.0427,115.388,7,4
Hot Legs,Foot Loose & Fancy Free,Rod Stewart,0NIRG3SEn2Zf88o3qHJil5,1977,54,315293,0.707,0.0368,0.906,0.000968,0.661,0.97,-5.771,0.0309,112.837,7,4
War,War And Peace,Edwin Starr,4ZEEcEMGjkWOfZNBcIB9yE,1970-01-01,62,200266,0.59,0.0939,0.671,0.0,0.248,0.736,-12.484,0.154,109.333,1,4
"That Lady, Pts. 1 & 2",3+3,The Isley Brothers,46pW0poQYEb2bVaqozGO59,1973-08-21,58,334386,0.344,0.261,0.769,0.000122,0.335,0.923,-9.112,0.0606,126.318,5,4
I'm So Into You,Crosswinds,Peabo Bryson,4W8MQ3gDXJXu20AO2eCNjV,1978-11-01,37,351133,0.339,0.68,0.28,0.0,0.171,0.179,-13.254,0.0335,116.633,4,3
Lovin' You,The Essential O'Jays,The O'Jays,1JPJQLSYAvPp4qnzC8Uk6Y,2008-06-10,35,317906,0.627,0.609,0.422,1.71e-05,0.186,0.59,-10.814,0.0366,74.824,7,4
I'm Gonna Take Care of Everything,Rubicon,Rubicon,2oQrbdXoqN1nXxWNpMkLA9,1978,24,209784,0.601,0.362,0.716,0.000245,0.422,0.885,-7.93,0.0232,94.1,8,4
I Need You,Moments Forever,Various Artists,0XkEJVrj7XSUQbRovPVspD,2015-11-13,0,135506,0.519,0.712,0.362,0.0,0.166,0.354,-7.739,0.0274,75.689,9,3
He Don't Love You (Like I Love You),He Don't Love You,Tony Orlando & Dawn,0XaaoZUWQFzcFiQbXKhABU,1975,39,219946,0.637,0.287,0.55,1.85e-05,0.345,0.805,-12.378,0.0335,119.303,9,4
Our Love,Thankful,Natalie Cole,4Oe8GNcT42Vhu0S9plFryE,1977-01-01,38,323000,0.614,0.551,0.369,4.52e-05,0.0899,0.39,-13.284,0.042,79.37,10,4
Looking For The Right One,Breakaway,Art Garfunkel,0YpFaw7HzhvtZLEeco2NFO,1975-10,32,202346,0.358,0.582,0.22,4.07e-06,0.177,0.241,-16.385,0.0334,132.561,0,4
Reunited - Single Version,'70s Pop #1's,Various Artists,6Py3xwH8bHaCPnTVz2TFb6,2007-01-01,35,237773,0.608,0.539,0.451,0.0,0.0475,0.37,-10.204,0.0292,75.398,5,4
