name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Thrift Shop (feat. Wanz),The Heist (Deluxe Edition),Macklemore & Ryan Lewis,3AYcyxEACnmE6d96RPubID,2012-10-09,1,235613,0.781,0.0619,0.526,0.0,0.0457,0.662,-6.985,0.293,94.992,6,4
Post Malone (feat. RANI),Magnets EP,Sam Feldt,0qc4QlcCxVTGyShurEv1UU,2019-05-24,69,174444,0.59,0.0771,0.642,0.0,0.105,0.651,-3.87,0.122,107.356,7,4
Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),Clean Bandit,6kPJZM97LwdG9QIsT7khp6,2018-05-17,71,222653,0.737,0.0441,0.636,6.66e-05,0.35,0.565,-4.546,0.0437,105.005,11,4
Another Love,Long Way Down (Deluxe),Tom Odell,3JvKfv6T31zO0ini8iNItO,2013-06-24,89,244360,0.445,0.695,0.537,1.65e-05,0.0944,0.131,-8.532,0.04,122.769,4,4
Jocelyn Flores,17,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,2017-08-25,84,119133,0.872,0.469,0.391,4.13e-06,0.297,0.437,-9.144,0.242,134.021,0,4
"break up with your girlfriend, i'm bored","thank u, next",Ariana Grande,4kV4N9D1iKVxx1KLvtTpjS,2019-02-08,76,190440,0.726,0.0421,0.554,0.0,0.106,0.335,-5.29,0.0917,169.999,5,4
679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,5NQbUaeTEOGdD6hHcre0dZ,2015-06-29,74,196693,0.618,0.00256,0.717,0.0,0.625,0.603,-5.738,0.318,190.05,7,4
Starboy,Starboy,The Weeknd,7MXVkk9YMctZqd1Srtv4MB,2016-11-25,85,230453,0.679,0.141,0.587,6.35e-06,0.137,0.486,-7.015,0.276,186.003,7,4
All The Stars (with SZA),Black Panther The Album Music From And Inspired By,Kendrick Lamar,3GCdLUSnKSMJhs4Tj6CV3s,2018-02-09,81,232186,0.698,0.0605,0.633,0.000194,0.0926,0.552,-4.946,0.0597,96.924,8,4
Please Me,Please Me,Cardi B,0PG9fbaaHFHfre2gUVo7AN,2019-02-15,74,200889,0.747,0.0642,0.57,0.0,0.0832,0.65,-6.711,0.081,133.992,1,4
Mama,Mama,Jonas Blue,47OVNnZJzIkrsEiZ4n187p,2017-05-05,61,184133,0.737,0.102,0.792,0.0,0.0532,0.543,-4.117,0.0416,104.012,11,4
Lost,channel ORANGE (Explicit Version),Frank Ocean,4L7jMAP8UcIe309yQmkdcO,2012-07-10,47,234093,0.913,0.0272,0.603,0.000503,0.167,0.497,-4.892,0.226,123.061,8,4
Black Widow,The New Classic,Iggy Azalea,71vsEyBd4X1D5BUmLdFSVH,2014-01-01,68,209423,0.743,0.192,0.72,0.000386,0.109,0.519,-3.753,0.124,163.99,11,4
Watch Me (Whip / Nae Nae),Watch Me (Whip / Nae Nae),Silentó,5RIVoVdkDLEygELLCniZFr,2015-05-04,65,185142,0.821,0.247,0.759,0.0,0.321,0.962,-8.541,0.121,140.01,8,4
Promises (with Sam Smith),Promises (with Sam Smith),Calvin Harris,5N5k9nd479b1xpDZ4usjrg,2018-08-17,76,213309,0.781,0.0119,0.768,4.91e-06,0.325,0.486,-5.991,0.0394,123.07,11,4
Power Over Me,Without Fear,Dermot Kennedy,4tViDtaHuSLnh7HVJTrKhs,2019-10-04,71,206960,0.319,0.0518,0.841,0.0,0.106,0.483,-4.232,0.147,173.868,9,3
Lovers on the Sun (feat. Sam Martin),Listen Again,David Guetta,6IQPONuERifb4i4Syhmbq6,2015-11-27,49,203520,0.645,0.0932,0.891,3.88e-06,0.379,0.568,-2.505,0.0387,124.915,6,4
Let Me Down Slowly,Narrated For You,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,2018-11-16,83,169353,0.652,0.74,0.557,0.0,0.124,0.483,-5.714,0.0318,150.073,1,4
Turn Down for What,Turn Down for What,DJ Snake,67awxiNHNyjMXhVgsHuIrs,2013-12-18,71,213733,0.818,0.00107,0.799,0.128,0.057,0.0815,-4.1,0.156,100.014,1,4
Cold (feat. Future),Red Pill Blues (Deluxe),Maroon 5,21TdkDRXuAB3k90ujRU1et,2017-11-03,0,234308,0.697,0.118,0.716,0.0,0.0424,0.506,-6.288,0.113,99.905,9,4
Summer,Motion,Calvin Harris,6YUTL4dYpB9xZO5qExPf05,2014-10-31,83,222533,0.596,0.0211,0.856,0.0178,0.141,0.743,-3.556,0.0346,127.949,4,4
Deuces (feat. Tyga & Kevin McCall),F.A.M.E. (Expanded Edition),Chris Brown,6wN4nT2qy3MQc098yL3Eu9,2011-03-22,68,276560,0.692,0.0324,0.736,0.0,0.0787,0.217,-5.109,0.11,73.987,1,4
One Dance,Views,Drake,1zi7xx7UVEFkmKfv06H8x0,2016-05-06,85,173986,0.792,0.00776,0.625,0.0018,0.329,0.37,-5.609,0.0536,103.967,1,4
Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,DJ Khaled,7AZiZMup0bLK5f4A2jRMpP,2017-06-20,47,204169,0.595,0.0269,0.679,0.0,0.128,0.643,-3.097,0.0773,97.421,8,4
Ex (feat. YG),Beach House 3,Ty Dolla $ign,1Mb187X5w3OUQNH6P5M28Y,2017-10-27,56,163133,0.77,0.0116,0.426,0.0,0.273,0.523,-5.717,0.0473,102.056,5,4
Girls Need Love (with Drake) - Remix,Girls Need Love (with Drake) [Remix],Summer Walker,0mfCH4nfpshBQR9ueZP5eP,2019-02-10,0,222374,0.656,0.443,0.432,0.0,0.132,0.0897,-9.481,0.217,97.022,6,4
Pretty Little Fears (feat. J. Cole),East Atlanta Love Letter,6LACK,4at3d5QWnlibMVN75ECDrp,2018-09-14,74,240341,0.61,0.696,0.458,0.000103,0.0852,0.246,-11.336,0.36,192.099,9,4
No Guidance (feat. Drake),Indigo,Chris Brown,6XHVuErjQ4XNm6nDPVCxVX,2019-06-28,78,260640,0.696,0.123,0.454,0.0,0.155,0.136,-6.756,0.153,92.928,1,4
B.E.D.,4275 (Bonus Version),Jacquees,1B6TmCvKjC4dopBohVW51x,2018-09-07,70,236146,0.739,0.00368,0.536,0.0,0.0968,0.193,-6.501,0.0587,122.022,1,4
No Love,No Love (Remix),August Alsina,7ewfvLrlI0VNht4vEnoTMh,2014-08-05,67,276080,0.462,0.00543,0.615,0.0,0.856,0.344,-7.982,0.153,130.967,0,4
Hotline Bling,Views,Drake,0wwPcA6wtMf6HUMpIRdeP7,2016-05-06,78,267066,0.891,0.00258,0.628,0.00019,0.0504,0.552,-7.863,0.0551,134.966,2,4
When We,SAVAGE,Tank,2HWelwHQS4EdRqIycZOc3O,2017-09-29,61,309120,0.635,0.165,0.324,4.18e-06,0.108,0.0741,-9.51,0.0769,117.863,6,4
Loyal (feat. Lil Wayne & Tyga),X (Expanded Edition),Chris Brown,5BrTUo0xP1wKXLJWUaGFtk,2014-09-16,73,264946,0.841,0.0168,0.522,1.37e-06,0.188,0.616,-5.963,0.049,99.059,10,4
Could've Been (feat. Bryson Tiller),I Used To Know Her,H.E.R.,6oEVnWKgPqIEPc53OYDNqG,2019-08-30,75,252746,0.45,0.649,0.352,3.8e-06,0.249,0.408,-11.733,0.267,102.679,1,4
Needed Me,ANTI,Rihanna,4NlnpZPi5Z3r1uuyRglUhO,2016-01-28,56,191600,0.671,0.11,0.314,0.0,0.0825,0.296,-8.091,0.244,110.898,5,4
Formation,Lemonade,Beyoncé,6g0Orsxv6glTJCt4cHsRsQ,2016-04-23,72,206080,0.896,0.00532,0.621,0.0,0.196,0.818,-6.857,0.237,121.966,5,4
Exchange,T R A P S O U L,Bryson Tiller,43PuMrRfbyyuz4QpZ3oAwN,2015-10-02,76,194613,0.525,0.107,0.433,0.0,0.135,0.276,-10.598,0.185,160.108,6,4
Bottoms Up (feat. Nicki Minaj),"Passion, Pain & Pleasure",Trey Songz,2IpGdrWvIZipmaxo1YRxw5,2010-09-13,1,242013,0.845,0.0205,0.601,0.0,0.385,0.329,-5.283,0.161,74.008,1,4
Post to Be (feat. Chris Brown & Jhene Aiko),Sex Playlist,Omarion,0fgZUSa7D7aVvv3GfO0A1n,2014-12-02,71,226580,0.733,0.0697,0.676,0.0,0.208,0.701,-5.655,0.0432,97.448,10,4
Gonna Love Me,K.T.S.E.,Teyana Taylor,3nXrCAE44KlevAkQB2XWcN,2018-06-23,69,166997,0.514,0.402,0.506,2.56e-05,0.191,0.312,-7.095,0.28,88.044,10,4
No Limit (feat. Young Thug),Hard II Love,Usher,1CDBn2Lm7E63XKQDsdCq6O,2016-09-16,59,228613,0.717,0.0799,0.523,0.0,0.206,0.282,-6.506,0.0611,127.047,10,4
Say It,I Told You,Tory Lanez,2Gyc6e2cLxA5hoX1NOvYnU,2016-08-19,73,237786,0.546,0.0862,0.529,6.5e-06,0.124,0.247,-10.511,0.0583,107.331,11,4
Sure Thing,All I Want Is You,Miguel,0JXXNGljqupsJaZsgSbMZV,2010-11-26,78,195373,0.684,0.0267,0.607,0.000307,0.191,0.498,-8.127,0.1,81.001,11,4
Earned It (Fifty Shades Of Grey),Beauty Behind The Madness,The Weeknd,4frLb7nWtsz2ymBE6k2GRP,2015-08-28,73,277680,0.659,0.405,0.291,0.0,0.0771,0.406,-8.275,0.0348,119.829,2,3
Planez,Late Nights: The Album,Jeremih,08zJpaUQVi9FrKv2e32Bah,2015-12-04,71,240320,0.688,0.7,0.556,1.87e-06,0.108,0.416,-7.738,0.264,129.336,6,4
Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,6jG2YzhxptolDzLHTGLt7S,2014-11-24,70,323480,0.589,0.00969,0.621,0.00104,0.181,0.401,-6.902,0.0468,140.03,5,4
Right My Wrongs,T R A P S O U L,Bryson Tiller,5rgrBsAFYMun6yhtnLKRPz,2015-10-02,73,249320,0.543,0.345,0.449,0.0,0.157,0.29,-8.065,0.0463,132.609,1,4
How Many Drinks?,Kaleidoscope Dream,Miguel,5ctk3VJoHoURSiwkCJn2bf,2012-09-28,61,272986,0.379,0.00311,0.608,0.000614,0.248,0.241,-7.011,0.134,81.822,0,4
Come and See Me (feat. Drake),PARTYNEXTDOOR 3 (P3),PARTYNEXTDOOR,1wZqJM5FGDEl3FjHDxDyQd,2016-08-12,72,235477,0.717,0.0511,0.347,2.43e-06,0.087,0.0589,-10.265,0.0636,84.987,11,4
You & I,Face The Music,Avant,01IyLgH29kt46qu8hdwf8G,2013-01-01,56,234400,0.55,0.144,0.524,0.0,0.24,0.285,-4.822,0.0327,130.672,3,4
Trip,Ella Mai,Ella Mai,6CTWathupIiDs7U4InHnDA,2018-10-12,73,213993,0.477,0.225,0.61,0.0,0.107,0.358,-5.628,0.144,79.882,11,4
oui,Late Nights: The Album,Jeremih,0PJIbOdMs3bd5AT8liULMQ,2015-12-04,77,238320,0.418,0.213,0.724,0.0,0.112,0.604,-3.724,0.0964,78.521,5,5
Sky Walker (feat. Travis Scott),War & Leisure,Miguel,5WoaF1B5XIEnWfmb5NZikf,2017-12-01,73,259333,0.674,0.173,0.506,0.0,0.0866,0.183,-10.532,0.0434,145.965,6,4
Finding My Way Back,Another Round,Jaheim,1wCJ3JIsNaJK0MYct4Kmrv,2010-02-09,53,226693,0.605,0.114,0.622,0.0,0.15,0.177,-5.133,0.0425,136.012,0,3
New Flame (feat. Usher & Rick Ross),X (Expanded Edition),Chris Brown,3fBbfrWZUuWWrMQXFISr7N,2014-09-16,68,244226,0.702,0.0506,0.629,0.0,0.0963,0.446,-4.292,0.041,141.967,1,4
Don't,T R A P S O U L,Bryson Tiller,3pXF1nA74528Edde4of9CC,2015-10-02,78,198293,0.765,0.223,0.356,0.0,0.0963,0.189,-5.556,0.195,96.991,11,4
Motivation,Here I Am (Deluxe Version),Kelly Rowland,6rbhWExtuchhpLC5fHnB8n,2011-01-01,64,230560,0.744,0.187,0.672,0.000123,0.105,0.266,-5.589,0.0418,140.889,9,4
Party (feat. André 3000),4,Beyoncé,42qh86p7TLXyumxSHn65kc,2011-06-24,61,245480,0.648,0.0188,0.593,0.0,0.169,0.712,-6.267,0.0506,160.979,10,4
Tonight (Best You Ever Had) (feat. Ludacris),Think Like A Man - Music From & Inspired By The Film,Various Artists,17zF2ISrDrQdaULA8cxReK,2012-04-06,62,239453,0.693,0.0496,0.813,0.0,0.289,0.515,-4.361,0.066,90.008,7,4
Put It Down (feat. Chris Brown),Two Eleven (Deluxe Version),Brandy,6XDSSxwOntlKPkE6wVzucb,2012-10-15,55,246213,0.761,0.019,0.413,0.0,0.0829,0.595,-8.104,0.195,141.056,0,4
It Won't Stop (feat. Chris Brown) - EP Version,"Call Me Crazy, But...",Sevyn Streeter,2xRYnHQdLD9ketvC01UYYT,2013-12-03,70,281080,0.657,0.016,0.574,8.1e-05,0.172,0.211,-9.484,0.0407,119.992,1,4
Best of Me,Back To Love (Deluxe Version),Anthony Hamilton,1JkhKUXAoNivi87ipmV3rp,2011-12-13,57,226373,0.742,0.00962,0.728,3.73e-05,0.134,0.697,-6.626,0.0315,96.01,10,4
Boo'd Up,Ella Mai,Ella Mai,4squZv12LD9M8ooJfoVgZS,2018-10-12,64,239341,0.397,0.158,0.843,0.0,0.0844,0.22,-3.726,0.0987,81.201,10,4
The Worst,Sail Out,Jhené Aiko,2wBCrtJS3E3TimRZ5MElTI,2013-01-01,70,254493,0.539,0.253,0.414,1.3e-06,0.143,0.123,-9.156,0.0601,94.895,1,4
Champagne Life,Libra Scale,Ne-Yo,7p8l7HiPoz90dg423iURKW,2010-01-01,50,323933,0.616,0.143,0.741,0.0,0.347,0.593,-4.155,0.131,193.069,7,3
Don't Mind,My Life II...The Journey Continues (Act 1),Mary J. Blige,2zfPO7DPnJ2Sxp3pniyU4z,2011-01-01,49,237266,0.608,0.0068,0.812,0.000982,0.142,0.268,-4.632,0.053,173.999,8,4
Without Me,Side Effects of You,Fantasia,63lwbZioX7RZzvQ0sJNd7u,2013-04-22,46,270786,0.713,0.129,0.687,0.0,0.214,0.555,-7.518,0.21,75.014,6,4
Permission,ELDORADO,Ro James,3gx6E5B42WHKf5agVWQAf2,2017-03-29,56,281511,0.663,0.195,0.481,6.7e-05,0.0836,0.306,-4.121,0.0545,75.523,6,4
Lil Freak (feat. Nicki Minaj),Raymond v Raymond (Expanded Edition),Usher,2sdarYql1R0GAdFsdb4LDM,2010-03-30,54,234253,0.834,0.000879,0.628,0.000192,0.292,0.766,-6.616,0.0626,139.958,7,4
Lay It Down,King Of Hearts (Deluxe),Lloyd,0npGoOENjn7vVvIMmvWekQ,2011,61,240106,0.527,0.017,0.796,0.0,0.0798,0.534,-5.111,0.062,155.99,1,4
Slow Motion,Trigga Reloaded,Trey Songz,4NYwy0R3NdvORX2B6OZXBT,2015-06-23,69,197854,0.733,0.679,0.408,3.92e-05,0.11,0.291,-7.834,0.0388,94.947,7,4
Praise The Lord (Da Shine) (feat. Skepta),TESTING,A$AP Rocky,7ycWLEP1GsNjVvcjawXz3z,2018-05-25,81,205040,0.854,0.0609,0.569,0.0816,0.1,0.294,-8.151,0.106,80.015,5,4
Unforgettable,Jungle Rules,French Montana,3B54sVLJ402zGa6Xm4YGNe,2017-07-14,82,233901,0.726,0.0293,0.769,0.0101,0.104,0.733,-5.043,0.123,97.985,6,4
Memories (feat. Kid Cudi),One More Love,David Guetta,5xYC48nOppVemY6U5GRGTb,2010-11-22,76,210853,0.546,0.00144,0.916,4.34e-06,0.251,0.375,-3.932,0.255,129.983,8,4
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,24Yi9hE78yPEbZ4kxyoXAI,2019-10-09,81,176840,0.77,0.0167,0.724,0.0107,0.353,0.898,-5.484,0.0495,121.975,8,4
Ni**as In Paris,Watch The Throne (Deluxe),JAY-Z,4Li2WHPkuyCdtmokzW2007,2011-08-08,83,219333,0.789,0.127,0.858,0.0,0.349,0.775,-5.542,0.311,140.022,1,4
On The Floor,Love?,Jennifer Lopez,3C0nOe05EIt1390bVABLyN,2011-01-01,79,284866,0.73,0.105,0.777,0.000478,0.0691,0.575,-5.194,0.0496,130.0,3,4
One Dance,Views,Drake,1zi7xx7UVEFkmKfv06H8x0,2016-05-06,85,173986,0.792,0.00776,0.625,0.0018,0.329,0.37,-5.609,0.0536,103.967,1,4
Wild Thoughts (feat. Rihanna & Bryson Tiller),Grateful,DJ Khaled,1OAh8uOEOvTDqkKFsKksCi,2017-06-22,73,204173,0.671,0.0329,0.672,0.0,0.118,0.632,-3.094,0.0688,97.979,0,4
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Planet Pit (Deluxe Version),Pitbull,4QNpBfC0zvjKqPJcyqBy9W,2011-06-17,82,252306,0.671,0.191,0.939,0.0,0.298,0.53,-3.206,0.161,129.024,8,4
I Like It,Invasion of Privacy,Cardi B,58q2HKrzhC3ozto2nDdN4z,2018-04-06,79,253390,0.816,0.099,0.726,0.0,0.372,0.65,-3.998,0.129,136.048,5,4
Like A G6,Free Wired,Far East Movement,5AyL2kgLtTWEu3qO3B9SqK,2010-01-01,74,216893,0.435,0.00676,0.837,0.0,0.117,0.778,-8.126,0.449,124.913,3,4
God's Plan,Scorpion,Drake,6DCZcSspjsKoFjzjrWoCdn,2018-06-29,82,198973,0.754,0.0332,0.449,8.29e-05,0.552,0.357,-9.211,0.109,77.169,7,4
Who's That Chick? (feat. Rihanna),One More Love,David Guetta,6qUSs4FDzZUdAhY6JDIJfa,2010-11-22,71,201040,0.675,0.00377,0.602,0.0,0.0458,0.933,-4.733,0.116,127.938,11,4
Body,Body,Loud Luxury,1Cae1YAN5Tf4CPfnWz3nmj,2018-04-13,58,163216,0.752,0.0476,0.764,9.44e-05,0.0543,0.582,-4.399,0.038,121.958,1,4
Ocean Drive,Blasé Boys Club (Pt. 1),Duke Dumont,5WsxrJcbgobPj4V7lhs8Qf,2015-10-02,50,206320,0.686,0.00637,0.718,0.000703,0.119,0.557,-5.054,0.0431,115.026,8,4
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,7Feaw9WAEREY0DUOSXJLOM,2019-04-25,75,163804,0.661,0.179,0.723,1.23e-05,0.14,0.316,-6.976,0.0566,113.778,5,4
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,5HQVUIKwCEXpe7JIHyY734,2011-10-11,77,207333,0.715,0.0525,0.655,0.0,0.115,0.531,-6.425,0.137,95.078,0,4
Better Together,Between Us,Hayden James,5w0nMIZgA0kVgn5aAVsYai,2019-06-14,50,236866,0.759,0.109,0.812,0.0117,0.327,0.753,-6.972,0.0542,116.009,5,4
Can't Hold Us (feat. Ray Dalton),The Heist,Macklemore & Ryan Lewis,3bidbhpOYeV4knp8AIu8Xn,2012-10-09,82,258342,0.641,0.0291,0.922,0.0,0.0862,0.847,-4.457,0.0786,146.078,2,4
Do It Again,Do It Again,Pia Mia,72Bz4ciRZPBcVSw0nrZDHi,2015-05-04,73,207746,0.712,0.0266,0.564,0.0,0.0874,0.411,-6.527,0.047,95.95,8,4
In My Feelings,Scorpion,Drake,2G7V7zsVDxg1yRsu7Ew9RJ,2018-06-29,76,217925,0.835,0.0589,0.626,6e-05,0.396,0.35,-5.833,0.125,91.03,1,4
One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris,7ef4DlsgrMEH11cDZd32M6,2018-04-06,86,214846,0.791,0.037,0.862,2.19e-05,0.0814,0.592,-3.24,0.11,123.994,9,4
Talk Dirty (feat. 2 Chainz),Tattoos,Jason Derulo,5l3CML2OnzfNs5RfVgbcLt,2013-09-10,70,177685,0.76,0.0348,0.652,0.0,0.307,0.759,-7.321,0.232,100.315,6,4
Something About You,Something About You,Hayden James,5n9DJWUiwuKuPE9sCVbQ0n,2015-04-22,66,225181,0.861,0.369,0.602,0.0644,0.0751,0.684,-7.314,0.0617,114.978,2,4
S&M,Loud,Rihanna,0C4ejWmOTMv8vuYj85mf8m,2010-11-16,73,243533,0.767,0.0113,0.682,0.00016,0.104,0.833,-5.02,0.042,127.975,1,4
Club Can't Handle Me (feat. David Guetta),Only One Flo (Part 1),Flo Rida,6ebkx7Q5tTxrCxKq4GYj0Y,2010-11-24,76,234560,0.616,0.0283,0.869,0.0,0.064,0.473,-3.911,0.0327,127.966,0,4
7/11,BEYONCÉ [Platinum Edition],Beyoncé,02M6vucOvmRfMxTXDUwRXu,2014-11-24,69,213506,0.747,0.0128,0.705,0.0,0.126,0.56,-5.137,0.126,136.024,9,4
Are You With Me - Radio Edit,Less Is More,Lost Frequencies,24iNer6lkG8seq7vm2zDVl,2016-10-21,0,138013,0.762,0.277,0.609,2.37e-05,0.12,0.388,-8.1,0.0356,121.022,5,4
Passionfruit,More Life,Drake,7hDc8b7IXETo14hHIHdnhd,2017-03-18,0,298940,0.809,0.256,0.463,0.085,0.109,0.364,-11.377,0.0396,111.98,11,4
When I'm Around You,When I’m Around You,Running Touch,2MYTYXJXUj3YeCsGfiIdRq,2019-02-08,55,203782,0.765,0.0733,0.705,7.75e-05,0.112,0.797,-6.482,0.0383,117.009,6,4
I Got U,I Got U,Duke Dumont,023H4I7HJnxRqsc9cqeFKV,2014-01-01,68,285596,0.636,0.00377,0.761,0.00784,0.0851,0.463,-7.752,0.035,120.837,9,4
Let You Love Me,Phoenix (Deluxe Edition),Rita Ora,5Fla3zyOCcIRqrDoKLU0DP,2018-11-23,66,191120,0.475,0.275,0.846,0.0,0.0824,0.451,-3.344,0.283,96.036,10,4
Sugar (feat. Francesco Yates),Sugar,Robin Schulz,5tf1VVWniHgryyumXyJM7w,2015-09-25,77,219043,0.636,0.0185,0.815,0.0,0.163,0.636,-5.098,0.0581,123.063,5,4
Levels - Radio Edit,Levels,Avicii,5UqCQaDshqbIk3pkhy4Pjg,2011-10-28,78,199906,0.584,0.0462,0.889,0.828,0.309,0.464,-5.941,0.0343,126.04,1,4
Waves - Robin Schulz Radio Edit,Waves (Robin Schulz Radio Edit),Mr. Probz,5Sf3GyLEAzJXxZ5mbCPXTu,2014-02-07,3,208133,0.829,0.00821,0.51,0.0014,0.0829,0.45,-9.334,0.0369,119.993,5,4
Whistle,Wild Ones,Flo Rida,3bC1ahPIYt1btJzSSEyyrF,2012-06-22,78,224653,0.747,0.0208,0.937,0.0,0.29,0.739,-5.746,0.0453,103.976,0,4
7 rings,"thank u, next",Ariana Grande,6ocbgoVGwYJhOv1GgI9NsF,2019-02-08,83,178626,0.778,0.592,0.317,0.0,0.0881,0.327,-10.732,0.334,140.048,1,4
Jubel - Radio Edit,Jubel,Klingande,6INwti4FZM31l0lJDKbpxn,2014-01-01,52,201626,0.686,0.649,0.524,0.0569,0.14,0.0951,-7.251,0.0343,124.938,0,4
The Buzz,Dark Night Sweet Light,Hermitude,0lFsdfJay6AM4m23hJYGEG,2015-05-15,0,222234,0.557,0.338,0.581,0.00502,0.288,0.46,-6.481,0.239,141.082,0,4
Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown,Pitbull,1ml6e0VxMUyPgsVFxQA0Xw,2012,56,229506,0.673,0.039,0.758,0.0,0.341,0.542,-3.632,0.158,135.956,7,4
DJ Got Us Fallin' In Love (feat. Pitbull),Raymond v Raymond (Expanded Edition),Usher,4356Typ82hUiFAynbLYbPn,2010-03-30,79,220800,0.663,0.0338,0.861,0.0,0.082,0.654,-3.398,0.109,119.963,7,4
Work,ANTI (Deluxe),Rihanna,72TFWvU3wUYdUuxejTTIzt,2016-01-28,76,219320,0.725,0.0752,0.534,0.0,0.0919,0.558,-6.238,0.0946,91.974,11,4
Thrift Shop (feat. Wanz),Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,1CmUZGtH29Kx36C1Hleqlz,2012-08-01,68,235613,0.781,0.0619,0.526,0.0,0.0457,0.662,-6.985,0.293,94.992,6,4
Stir Fry,Stir Fry,Migos,75OIHhnQKXSaz1vpgFeo8g,2017-12-20,0,192131,0.816,0.00571,0.809,0.0,0.132,0.526,-5.566,0.282,181.978,2,4
Lost,channel ORANGE (Explicit Version),Frank Ocean,4L7jMAP8UcIe309yQmkdcO,2012-07-10,47,234093,0.913,0.0272,0.603,0.000503,0.167,0.497,-4.892,0.226,123.061,8,4
Summer,Motion,Calvin Harris,6YUTL4dYpB9xZO5qExPf05,2014-10-31,83,222533,0.596,0.0211,0.856,0.0178,0.141,0.743,-3.556,0.0346,127.949,4,4
Lean On (feat. MØ & DJ Snake),Peace Is The Mission,Major Lazer,4vS8VaBwJJV5Ry7UFIQuoo,2015-06-01,0,176561,0.723,0.00346,0.809,0.00123,0.565,0.274,-3.081,0.0625,98.007,7,4
Turn Me On (feat. Nicki Minaj),Nothing but the Beat (Ultimate Edition),David Guetta,6T27IN7Ai94BeDv6PPCmoC,2012-12-07,65,199680,0.704,0.0488,0.793,0.0,0.575,0.412,-2.266,0.0591,127.96,8,4
Glorious (feat. Skylar Grey),GEMINI,Macklemore,0CokSRCu5hZgPxcZBaEzVE,2017-09-22,74,220454,0.731,0.0323,0.794,2.59e-05,0.112,0.356,-5.126,0.0522,139.994,0,4
Only Girl (In The World),Loud,Rihanna,0AH6WMe3OlAlUb5miXt2FQ,2010-11-16,73,235493,0.789,0.129,0.716,1.07e-05,0.069,0.611,-4.241,0.0432,125.906,11,4
Bad Girls,Bad Girls,M.I.A.,0nSsI7f2BJRXJUeNisWUWL,2012-01-01,0,228280,0.631,0.00655,0.935,0.0,0.101,0.346,-2.221,0.0869,143.424,1,4
Call On Me - Ryan Riback Remix,Call On Me,Starley,3R8lr1Y1kPgXEbnXkcMMlT,2016-10-07,43,222000,0.691,0.136,0.821,0.000115,0.092,0.759,-4.527,0.0401,104.961,0,4
Take Care,Take Care (Deluxe),Drake,124NFj84ppZ5pAxTuVQYCQ,2011-11-15,76,277386,0.629,0.0267,0.515,1.22e-05,0.0888,0.299,-10.358,0.265,121.845,0,4
Rise,Rise,Jonas Blue,3u1S1OmAUhx5DRlLrXqyp3,2018-05-25,68,194407,0.69,0.323,0.784,0.0,0.203,0.669,-4.653,0.032,106.066,1,4
Aliv3,LOV3 & 3GO,Kings,6qSqQsyH6Zlc8S57ReJYXr,2018-11-02,47,226235,0.921,0.427,0.364,0.00229,0.115,0.907,-12.158,0.0582,122.957,7,4
Congratulations,Stoney (Deluxe),Post Malone,3a1lNhkSLSkpJE4MSHpDu9,2016-12-09,82,220293,0.63,0.215,0.804,0.0,0.253,0.492,-4.183,0.0363,123.146,6,4
OMG (feat. will.i.am),Raymond v Raymond (Expanded Edition),Usher,1bM50INir8voAkVoKuvEUI,2010-03-30,73,269493,0.781,0.198,0.745,1.14e-05,0.36,0.326,-5.81,0.0332,129.998,4,4
When Love Takes Over (feat. Kelly Rowland),One More Love,David Guetta,1hRFVIy9As8OVRk8B7CrD5,2010-11-22,70,191000,0.675,0.0165,0.862,0.000427,0.169,0.498,-4.614,0.0253,129.967,11,4
Worth It (feat. Kid Ink),Reflection (Deluxe),Fifth Harmony,41Fflg7qHiVOD6dEPvsCzO,2015-01-30,73,224573,0.884,0.063,0.765,7.04e-06,0.118,0.594,-3.865,0.0882,99.987,8,4
Otis,Watch The Throne (Deluxe),JAY-Z,6vegnfDS8DAEaCqWaPYGPy,2011-08-08,70,178213,0.754,0.552,0.631,0.0,0.5,0.432,-4.751,0.307,94.577,7,4
Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,6jG2YzhxptolDzLHTGLt7S,2014-11-24,70,323480,0.589,0.00969,0.621,0.00104,0.181,0.401,-6.902,0.0468,140.03,5,4
