name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Love Sex Magic (feat. Justin Timberlake),Fantasy Ride,Ciara,1BIENruTnjKdB7HD2YIlRr,2009-05-01,58,220426,0.893,0.0206,0.666,0.0,0.342,0.874,-5.089,0.138,107.011,10,4
Check On It (feat. Slim Thug),Check On It (feat. Slim Thug),Beyoncé,5ZzXJzw8RI3gXGpgkzm1vl,2006-01-14,46,211186,0.7,0.0805,0.887,0.0,0.376,0.883,-3.887,0.218,166.104,7,4
Round Round,Angels With Dirty Faces,Sugababes,5O2Ft5ENCfAh6JCgykJs76,2002-01-01,59,236426,0.74,0.00287,0.845,6.23e-06,0.115,0.749,-3.802,0.0338,126.607,6,4
When Love Takes Over (feat. Kelly Rowland),One More Love,David Guetta,1hRFVIy9As8OVRk8B7CrD5,2010-11-22,70,191000,0.675,0.0165,0.862,0.000427,0.169,0.498,-4.614,0.0253,129.967,11,4
Heads Will Roll,It's Blitz!,Yeah Yeah Yeahs,3zvHOVC4jikl6jORSr6OLE,2009-01-01,0,221000,0.562,0.000187,0.903,0.0939,0.298,0.791,-4.46,0.0296,132.009,8,4
Last Resort,Infest,Papa Roach,0SjhCnjTT2bXD9RtU8bFT9,2000-01-01,0,199893,0.59,0.000387,0.894,0.000661,0.269,0.732,-3.661,0.0579,90.604,4,4
A New Day Has Come - Radio Remix,A New Day Has Come,Céline Dion,5fkDD7aQLUmMy1EwzNm0ZB,2001-01-01,60,259773,0.574,0.0826,0.691,1.65e-05,0.149,0.195,-5.103,0.035,91.969,6,4
Love Lockdown,808s & Heartbreak,Kanye West,1kxeWHF9PrCVZHvVskv8lg,2008-11-24,66,270306,0.76,0.0542,0.524,0.5,0.112,0.112,-7.67,0.0323,119.603,1,4
If We Ever Meet Again (Featuring Katy Perry),Shock Value II,Timbaland,360UM2DaiHZPRu0EsrOvMp,2009-01-01,69,292706,0.652,0.00481,0.605,0.0,0.0605,0.394,-7.371,0.0393,126.091,8,4
Dynamite,The Rokstarr Hits Collection,Taio Cruz,2CEgGE6aESpnmtfiZwYlbV,2010-01-01,80,202613,0.751,0.00379,0.783,0.0,0.036,0.816,-3.724,0.0859,119.975,4,4
Fight For This Love,3 Words,Cheryl,33IQnmtJYjCcrvUUMQgi80,2009-01-01,66,223253,0.739,0.013,0.741,0.0,0.0679,0.727,-5.873,0.0912,122.988,7,4
Milkshake,Tasty,Kelis,2cMTIlktg3M9mXYqCPqw1J,2003-12-05,69,182626,0.881,0.00986,0.774,0.0346,0.206,0.759,-6.068,0.0439,112.968,1,4
Push The Button,Taller In More Ways,Sugababes,3EDS89HeAhHiZKlljciK0a,2005,65,218093,0.962,0.0485,0.66,0.0,0.076,0.814,-5.096,0.061,126.016,8,4
Sorry Seems To Be The Hardest Word,Best Of Blue,Blue,6F9jdzX7CfixvCsCkW7zw9,2004-01-01,58,210066,0.564,0.183,0.6,2.19e-06,0.38,0.442,-6.814,0.0305,78.955,7,4
Say My Name,The Writing's On The Wall,Destiny's Child,7H6ev70Weq6DdpZyyTmUXk,1999-07-27,75,271333,0.713,0.273,0.678,0.0,0.149,0.734,-3.525,0.102,138.009,5,4
Glamorous,The Dutchess,Fergie,4KTtYhxFtFL7mBwnjkKfLm,2006-09-13,72,246573,0.81,0.291,0.755,0.0,0.0857,0.625,-6.408,0.199,130.991,0,4
Mesmerize,The Last Temptation,Ja Rule,5dL5jv5GSCRoDhTtnY8maL,2002-01-01,61,278693,0.769,0.0566,0.646,0.0,0.406,0.433,-6.653,0.199,90.079,1,4
Intro,xx,The xx,0bXpmJyHHYPk6QBFj25bYF,2009-08-16,1,127920,0.617,0.459,0.778,0.925,0.128,0.152,-8.871,0.027,100.363,9,4
Be Without You - Kendu Mix,The Breakthrough,Mary J. Blige,6Y3WvyUG9iE5bQYg38SPtQ,2005-01-01,69,246333,0.726,0.0717,0.7,0.0,0.262,0.673,-5.881,0.0998,146.559,2,4
It's Over Now,Part III,112,769geiA8btidGHda4BBDOJ,2001,58,264933,0.66,0.0106,0.71,7.01e-06,0.0736,0.233,-4.541,0.0409,97.988,1,4
Call Me,Southern Hummingbird,Tweet,2aBEchhqPDgnvjPhCgzHSx,2002-04-02,51,177373,0.552,0.484,0.706,6.49e-05,0.074,0.721,-8.117,0.363,167.468,1,4
"Bump, Bump, Bump (feat. P. Diddy)",Greatest Hits,B2K,74jMwg2zsFMICzW3Wems6h,2004,58,282533,0.833,0.0956,0.681,0.0,0.0414,0.887,-6.028,0.215,95.48,1,4
Family Affair,No More Drama,Mary J. Blige,3aw9iWUQ3VrPQltgwvN9Xu,2001-01-01,77,265866,0.911,0.132,0.551,4.12e-05,0.0863,0.969,-3.75,0.0449,92.887,8,4
We Need A Resolution (feat. Timbaland),Aaliyah,Aaliyah,2c7huQpWR29bcXrrvLcG2j,2001-07-07,58,242826,0.728,0.3,0.512,0.0,0.113,0.824,-9.199,0.29,147.17,11,4
I Don't Wanna Know (feat. Enya And P. Diddy),Hurt No More,Mario Winans,3pYcGuasNwouukvgQcgo9a,2005-04-20,0,257360,0.84,0.332,0.493,0.00105,0.121,0.361,-5.9,0.0475,96.998,11,4
Like This (feat. Eve),Ms. Kelly,Kelly Rowland,3sfydNh0QQAdnIAtDVG16H,2007-06-22,61,215853,0.676,0.00193,0.73,0.0,0.0627,0.489,-5.963,0.267,178.117,1,4
"Slow Down - 12"" Version",Disturbing Tha Peace Presents Bobby Valentino,Bobby V.,3SfZpKjMwvUQKGCty1dJ0T,2005-01-01,7,258666,0.563,0.17,0.746,5.58e-06,0.338,0.598,-4.832,0.101,186.118,11,4
Enough Cryin,The Breakthrough,Mary J. Blige,7mwLsFXNBWbtFzA032tUbx,2005-01-01,59,260893,0.784,0.125,0.587,0.000101,0.0358,0.623,-6.698,0.364,96.842,9,4
Shoulda Let You Go,Just Like You,Keyshia Cole,1yTfczdv9qGCfJpZF3y4yQ,2007-01-01,53,220866,0.725,0.0939,0.594,0.0,0.22,0.25,-5.243,0.0496,91.794,2,4
Kiss Kiss (feat. T-Pain),Exclusive (Expanded Edition),Chris Brown,3wKKkGVn7cVSfgPeYYIiXG,2007-11-06,69,250666,0.729,0.0506,0.658,0.0,0.0693,0.551,-3.386,0.225,140.043,10,3
Full Moon,Full Moon,Brandy,0pLmfgIANOX9FB9uZDU43x,2002-02-25,49,248933,0.692,0.358,0.656,0.0029,0.0929,0.629,-4.81,0.151,105.994,10,4
Thank God I Found You (feat. Joe & Nas) - Make It Last Remix Edit,My Name Is Joe,Joe,6nTcn8CybBcx0t7IaXEJ6O,2000-04-18,55,251640,0.608,0.0129,0.76,0.0,0.332,0.366,-5.851,0.242,168.211,4,4
No More Drama,No More Drama,Mary J. Blige,7nWsh14AHpnTzq1Xejz90U,2001-01-01,61,326240,0.653,0.534,0.837,7.12e-05,0.0784,0.64,-6.818,0.124,97.914,6,4
Bad Girl,Confessions (Expanded Edition),Usher,5rPzPAaOUceS8HiAculegz,2004-03-23,62,261800,0.777,0.245,0.829,0.0,0.207,0.835,-6.905,0.268,87.998,6,4
That Girl,Marques Houston,Marques Houston,08fhbfRSg7eEH0IZT7pB6a,2003-10-21,51,215960,0.683,0.548,0.552,0.0,0.221,0.519,-5.139,0.108,98.946,10,4
Peaches & Cream,Part III,112,2SLZ2rX5773RS16mcqBxG7,2001,64,193093,0.677,0.00277,0.52,0.0,0.0532,0.768,-6.255,0.334,203.862,4,4
Get Ur Freak On,Miss E... So Addictive,Missy Elliott,6zsk6uF3MxfIeHPlubKBvR,2001-05-14,69,211120,0.797,0.533,0.75,0.108,0.095,0.74,-9.369,0.247,177.87,0,4
Take Me As I Am,The Breakthrough,Mary J. Blige,4gGYiGsxhPYpsGIttWLwlT,2005-01-01,56,237493,0.599,0.0663,0.565,0.0,0.207,0.576,-4.663,0.0334,82.251,11,4
Where the Party At (feat. Nelly),Jagged Little Thrill,Jagged Edge,5HIH7viDwuewZiv6Hs75ys,2001-07-03,52,232560,0.683,0.311,0.653,1.02e-06,0.0801,0.864,-6.344,0.201,96.905,7,4
Soldier (feat. T.I. & Lil' Wayne),Destiny Fulfilled,Destiny's Child,4FTOpNYcGxnQdGNWSxIcio,2004-11-16,63,325573,0.878,0.0444,0.417,0.0,0.0833,0.904,-6.799,0.361,77.49,7,4
Oops (Oh My) [feat. Missy Elliott],Southern Hummingbird,Tweet,5Y0E3dOeynKuLDAXu0t0Bg,2002-04-02,63,237800,0.66,0.233,0.536,0.00669,0.111,0.775,-8.786,0.29,159.963,10,4
You,Street Love,Lloyd,5Y77SQxEr1eiofPeUTPHxM,2007-01-01,70,273133,0.412,0.102,0.876,0.0,0.297,0.703,-6.008,0.47,130.159,5,5
Oh (feat. Ludacris),Goodies,Ciara,7i7UIbm5E0DD7aSOYvwp2v,2004-09-27,62,256346,0.8,0.000298,0.496,0.0,0.0697,0.357,-7.135,0.0506,128.29,7,4
Say Aah (feat. Fabolous),Ready (Deluxe),Trey Songz,2fQ6sBFWaLv2Gxos4igHLy,2009-08-31,63,207546,0.724,0.00453,0.87,0.0,0.833,0.81,-3.614,0.113,93.01,1,4
Stutter (feat. Mystikal) - Double Take Remix,My Name Is Joe,Joe,7FWuzwapuKHTEyDJIcQOw3,2000-04-18,57,213026,0.767,0.0513,0.759,0.0,0.31,0.677,-6.516,0.117,89.989,6,4
Happy,Ashanti,Ashanti,6CbcdeTQKj0qTaZTt0xkdk,2002-01-01,62,262226,0.727,0.241,0.515,3.74e-06,0.124,0.695,-6.553,0.0289,89.488,2,4
Where the Party At (feat. Nelly),Jagged Little Thrill,Jagged Edge,5mNV8Mz59bzyuQ53gTw0c0,2001-07-03,67,232573,0.596,0.31,0.661,0.0,0.0847,0.86,-6.239,0.226,129.491,5,5
Stingy,The Senior,Ginuwine,6De63WRULDaa1fxOyLilnv,2003-04-08,52,259493,0.622,0.26,0.573,0.0,0.173,0.617,-6.934,0.0547,127.132,1,4
Into You (feat. Fabolous),More,Tamia,0ceeRNqbOzRiGE42KWSrRa,2004-04-05,60,294093,0.677,0.219,0.531,0.0,0.173,0.57,-7.683,0.0327,91.104,7,4
Frontin' (feat. Jay-Z) - Club Mix,The Neptunes Present... Clones,The Neptunes,0iFOG4Ki9aDmJUYUFHQlPG,2003-08-19,67,236506,0.894,0.453,0.404,1.57e-06,0.0801,0.759,-5.913,0.13,102.009,9,4
Let Me Love You,Let Me Love You,Mario,3ibKnFDaa3GhpPGlOUj7ff,2004-09-21,72,256733,0.656,0.235,0.578,0.0,0.118,0.556,-8.97,0.0922,94.514,7,4
U Remind Me,8701,Usher,2QsZVnbWVSjKMXK6K3uRBL,2001-08-07,70,266893,0.657,0.194,0.629,0.0,0.254,0.726,-4.938,0.0782,93.985,6,4
When I See U,Fantasia,Fantasia,4iuNZTcvT9diFySSzVsnVS,2006-12-09,70,217346,0.569,0.452,0.596,7.92e-05,0.205,0.754,-6.486,0.172,93.135,8,4
Into You (feat. Fabolous),More,Tamia,0JC3ynTNoZaWjZHXzeapYy,2004,55,294093,0.677,0.219,0.531,0.0,0.173,0.57,-7.683,0.0327,91.104,7,4
I Need a Girl,Ready (Deluxe),Trey Songz,5cU50IAoAFF7qFWOtdbEjr,2009-08-31,54,214480,0.602,0.245,0.785,0.0,0.19,0.565,-6.129,0.0578,84.038,7,4
He Can't Love U,J.E. Heartbreak,Jagged Edge,3VEZvzr84WVnoorZ4tlBSw,2000-01-18,56,244053,0.721,0.112,0.836,0.0,0.235,0.508,-3.972,0.206,126.279,8,4
Umbrella,Good Girl Gone Bad: Reloaded,Rihanna,49FYlytm3dAAraYgpoJZux,2008-06-02,81,275986,0.583,0.00864,0.829,0.0,0.0426,0.575,-4.603,0.134,174.028,1,4
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),Epiphany,T-Pain,2aIdVb8v9KTpEZnftkz2mD,2007-06-05,2,227960,0.451,0.0108,0.55,0.0,0.0737,0.594,-8.137,0.262,80.001,1,4
Miss California,RnB So Classics,Various Artists,4KKS2W54dyq5flTmdLpF7z,1997-06-11,0,228075,0.743,0.000877,0.59,0.0,0.342,0.726,-12.662,0.0852,100.015,6,4
If I Can't,Get Rich Or Die Tryin',50 Cent,6mcu7D7QuABVwUGDwovOEh,2003-02-06,69,196626,0.886,0.265,0.626,0.0,0.024,0.856,-2.528,0.277,93.989,11,4
Gasolina,Barrio Fino (Bonus Track Version),Daddy Yankee,6jEZLz3YpnEBRpVkv35AmP,2004-07-13,7,192600,0.857,0.332,0.801,1.2e-06,0.0789,0.753,-6.499,0.0618,96.009,0,4
Temperature,The Trinity,Sean Paul,0svvvbTUgEy79F6Sxweyjo,2005-09-26,58,216466,0.951,0.104,0.597,0.0,0.0718,0.819,-4.651,0.0669,125.024,0,4
Sexy Bitch (feat. Akon),One More Love,David Guetta,127uq83uGFapbddqiMUKky,2010-11-22,76,195853,0.813,0.0771,0.627,0.000616,0.131,0.801,-5.018,0.0486,130.011,11,4
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,This Is Me...Then,Jennifer Lopez,7LqjznQwfrax7MjQXmxqdQ,2002,70,187840,0.845,0.00733,0.768,5.04e-06,0.0575,0.96,-5.448,0.188,100.0,6,4
Be Faithful,"Fatman Scoop ""Hottest Featured Artist Recordings""",Fatman Scoop,2jGUAB6hKlzK0pZmZpQ02g,2008-10-09,54,214910,0.708,0.0336,0.896,0.0,0.26,0.684,-3.135,0.272,101.15,7,4
In Da Club,Get Rich Or Die Tryin',50 Cent,7iL6o9tox1zgHpKUfh9vuC,2003-02-06,82,193466,0.899,0.255,0.713,0.0,0.0708,0.777,-2.752,0.366,90.051,6,4
Ridin',The Sound of Revenge,Chamillionaire,3kZoay4ANo86ehb6s4RwS9,2005-01-01,71,303053,0.787,0.189,0.799,0.0,0.3,0.835,-4.68,0.0993,143.052,8,4
What's Luv? (feat. Ja-Rule & Ashanti),Jealous Ones Still Envy (J.O.S.E),Fat Joe,2mKouqwAIdQnMP43zxR89r,2001-12-04,74,267093,0.835,0.0219,0.707,2.19e-05,0.108,0.919,-5.074,0.0598,93.955,8,4
Let Me Blow Ya Mind,Scorpion,Eve,4YA5g2UpNLmdql8fdrhlwY,2001-01-01,57,230106,0.905,0.258,0.544,0.0,0.0618,0.882,-4.354,0.117,90.026,8,4
Get Busy,Dutty Rock,Sean Paul,5qTvkDrSfvwDv6RBjjcfQr,2002-11-12,74,211666,0.735,0.615,0.824,0.0,0.158,0.726,-4.143,0.036,100.202,10,4
Around the World (La La La La La) - Radio Version,Smash! Vol. 11,Various Artists,5unmsMTn84dE2kb3kz4wfe,2000-11-24,0,215800,0.608,0.119,0.979,0.000878,0.156,0.653,-6.184,0.0279,131.985,9,4
Low (feat. T-Pain),Mail on Sunday,Flo Rida,0CAfXk7DXMnon4gLudAp7J,2008-03-17,81,231400,0.918,0.0928,0.609,0.0,0.139,0.304,-5.64,0.0791,128.008,10,4
Dance With Me,Part III,112,6uRH1qMz30ZBwwUG0IYE5s,2001,63,231800,0.912,0.0259,0.511,0.0,0.0442,0.611,-6.365,0.203,101.628,9,4
Play Hard (feat. Ne-Yo & Akon) - New Edit,Play Hard (feat. Ne-Yo & Akon) [New Edit],David Guetta,16Cs9KsHzgunxaEfGrXysG,2013-03-15,65,208845,0.723,0.035,0.87,0.0,0.656,0.678,-3.013,0.0435,129.952,8,4
I Know You Want Me (Calle Ocho),Pitbull Starring In Rebelution,Pitbull,6a8GbQIlV8HBUW3c6Uk9PH,2009-10-23,59,237120,0.825,0.0142,0.743,2.12e-05,0.237,0.8,-5.995,0.149,127.045,2,4
Pon de Replay,Music Of The Sun,Rihanna,4TsmezEQVSZNNPv5RJ65Ov,2005-08-29,77,246960,0.779,0.000155,0.64,0.00077,0.101,0.498,-8.415,0.159,99.019,7,4
Stronger,Graduation,Kanye West,4fzsfWzRhPawzqhX8Qt9F3,2007-09-11,38,311866,0.617,0.00564,0.717,0.0,0.408,0.49,-7.858,0.153,103.992,10,4
Superstar,Thank You,Jamelia,3oobWqIgYrSRg18uqRuPIF,2003-06-30,70,215480,0.801,0.0457,0.645,0.0,0.0357,0.824,-6.93,0.0356,110.01,1,4
Get Right,Rebirth,Jennifer Lopez,3jVSV60WZE5jPE2a6KGNFy,2005,65,225533,0.741,0.0218,0.759,0.0,0.628,0.362,-5.096,0.12,97.084,0,4
Family Affair,No More Drama,Mary J. Blige,3aw9iWUQ3VrPQltgwvN9Xu,2001-01-01,77,265866,0.911,0.132,0.551,4.12e-05,0.0863,0.969,-3.75,0.0449,92.887,8,4
Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),Usher,5rb9QrpfcKFHM1EUbSIurX,2004-03-23,82,250373,0.894,0.0183,0.791,0.0,0.0388,0.583,-4.699,0.112,105.018,2,4
Me & U,Cassie (U.S. Version),Cassie,7k6IzwMGpxnRghE7YosnXT,2006-08-07,75,192213,0.803,0.352,0.454,0.0,0.0655,0.739,-4.802,0.0294,99.99,8,4
"World, Hold On - Radio Edit","World, Hold On",Bob Sinclar,0muVO1yu2wQKNmMvEDrHTp,2009-01-01,44,200746,0.736,0.046,0.918,6.64e-05,0.105,0.583,-2.359,0.0819,126.99,8,4
Buttons,PCD,The Pussycat Dolls,314QzMOrpNUqWBUozYshf6,2005-01-01,68,225560,0.565,0.152,0.817,0.0,0.247,0.477,-4.338,0.27,210.851,2,4
All Rise,All Rise,Blue,7jley98gCQFueQ5MCaFWIb,2001-11-26,64,223546,0.721,0.121,0.737,0.0,0.165,0.931,-2.734,0.0324,97.996,5,4
Replay,Replay,Iyaz,5vlEg2fT4cFWAqU5QptIpQ,2009-08-11,73,182306,0.706,0.173,0.751,0.0,0.168,0.195,-6.323,0.0708,91.031,9,4
Get Ur Freak On,Miss E... So Addictive,Missy Elliott,6zsk6uF3MxfIeHPlubKBvR,2001-05-14,69,211120,0.797,0.533,0.75,0.108,0.095,0.74,-9.369,0.247,177.87,0,4
Where the Party At (feat. Nelly),Jagged Little Thrill,Jagged Edge,5mNV8Mz59bzyuQ53gTw0c0,2001-07-03,67,232573,0.596,0.31,0.661,0.0,0.0847,0.86,-6.239,0.226,129.491,5,5
Drop It Like It's Hot,R&G (Rhythm & Gangsta): The Masterpiece [Explicit Version],Snoop Dogg,6HHytHLXLX8QfWTtGfFSvH,2004-01-01,0,266066,0.892,0.169,0.628,0.0,0.102,0.676,-3.832,0.216,92.063,1,4
Lose My Breath,Destiny Fulfilled,Destiny's Child,2n4uOdMHzEvcZ0KP7iQnay,2004,62,242013,0.814,0.00727,0.899,0.219,0.0979,0.545,-5.958,0.0637,119.011,1,4
Trick Me,Tasty,Kelis,3aImJnJlAgcE7bJ1NxthGt,2003-12-05,65,206106,0.97,0.0369,0.72,0.000389,0.326,0.962,-3.347,0.149,107.17,1,4
Can't Hold Us Down (feat. Lil' Kim),Stripped,Christina Aguilera,0cv1Mnb47oMvjVKMc2cyZw,2002-07-19,61,255266,0.859,0.0326,0.658,0.00181,0.0651,0.538,-4.481,0.192,98.989,8,4
Don't Cha,PCD,The Pussycat Dolls,0BxfFnk0YzONqvmrkO0QrB,2005-01-01,72,272080,0.875,0.00542,0.631,2.54e-06,0.127,0.549,-3.475,0.099,120.003,1,4
Don't Stop The Music,Good Girl Gone Bad,Rihanna,62LHRv9uwSNlBmByQF5jdE,2007-03-31,61,267080,0.844,0.0376,0.659,8.07e-05,0.0523,0.54,-5.587,0.0626,122.683,6,4
The Weekend - Radio Edit,Analog Is On,Michael Gray,6KzkqZqhUBEsWYJJa2aBOd,2007-06-01,66,192173,0.686,0.000321,0.832,0.127,0.583,0.884,-5.673,0.0725,127.023,4,4
Suga Suga,Tha Smokin' Nephew,Baby Bash,6Nq5lE0CeOAAAqN4qhkbZU,2003-01-01,74,239026,0.662,0.688,0.748,8.43e-06,0.0841,0.535,-3.041,0.268,82.331,5,4
Get Low,Crunkest Hits,Lil Jon & The East Side Boyz,0jrz4ZQKCsC6h2vzqgHiEp,2011-03-15,62,334066,0.771,0.0297,0.621,0.0,0.124,0.154,-7.453,0.0376,101.007,1,4
Empire State Of Mind,The Blueprint 3,JAY-Z,2igwFfvr1OAGX9SKDCPBwO,2009-09-08,82,276920,0.491,0.0295,0.956,0.0,0.46,0.811,-1.538,0.392,173.585,11,4
7 Days,Born to Do It,Craig David,0gPQTLaqHDgdupKEok7J2x,2000-08-14,70,235133,0.659,0.23,0.812,0.0,0.0951,0.888,-7.499,0.0487,83.014,4,4
Goodies (feat. Petey Pablo),Goodies,Ciara,3dFwpxh2yH7C7p9BGEKLVB,2004-09-27,67,223000,0.826,0.0277,0.647,1.52e-06,0.298,0.872,-6.306,0.0491,102.017,5,4
Soldier (feat. T.I. & Lil' Wayne),Destiny Fulfilled,Destiny's Child,0DlVOdK5GJtnom4nI3EOz5,2004,56,325573,0.878,0.0444,0.417,0.0,0.0833,0.904,-6.799,0.361,77.49,7,4
Promiscuous,Loose,Nelly Furtado,2gam98EZKrF9XuOkU13ApN,2006-01-01,82,242293,0.808,0.0569,0.97,6.13e-05,0.154,0.868,-6.098,0.0506,114.328,10,4
Lady - Hear Me Tonight,Modjo (Remastered),Modjo,49X0LAl6faAusYq02PRAY6,2001,77,307153,0.72,0.00793,0.808,0.0293,0.0634,0.869,-5.627,0.0379,126.041,6,4
Club Can't Handle Me (feat. David Guetta),Only One Flo (Part 1),Flo Rida,6ebkx7Q5tTxrCxKq4GYj0Y,2010-11-24,76,234560,0.616,0.0283,0.869,0.0,0.064,0.473,-3.911,0.0327,127.966,0,4
Hot In Herre,Nellyville,Nelly,04KTF78FFg8sOHC1BADqbY,2002-06-25,76,228240,0.956,0.206,0.745,0.0,0.0615,0.912,-4.753,0.12,107.075,11,4
Closer,Year Of The Gentleman,Ne-Yo,0GX5oOKtU0nnx5OkhenW2i,2008-01-01,65,234360,0.709,0.0225,0.745,5.2e-05,0.154,0.576,-6.437,0.0738,126.027,4,4
Hung Up,Confessions on a Dance Floor,Madonna,3850dYVgOFIXJh5U4BFEWH,2005-11-11,75,337733,0.649,0.0039,0.647,0.161,0.0686,0.405,-7.695,0.0452,125.02,9,4
Meet Me Halfway,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Black Eyed Peas,3F9ByoUqu31xU0I3G5xfVg,2009-01-01,72,284373,0.798,0.00474,0.629,2.17e-05,0.324,0.4,-6.857,0.0735,130.0,11,4
Scandalous - U.S. Radio Edit,Mis-Teeq,Mis-Teeq,3stnrhzN0lzZFskbaZ5sEw,2004-07-13,59,238840,0.734,0.0526,0.668,0.0,0.0925,0.651,-3.935,0.0349,99.971,0,4
Let's Get Married (feat. Run) - ReMarqable Remix,The Hits,Jagged Edge,18CODOzJ5DWzWh6kAeKiSC,2006-11-21,60,249040,0.852,0.0121,0.694,0.0,0.126,0.789,-6.765,0.0653,109.906,1,4
Maneater,Loose,Nelly Furtado,5Rsboa7u7Tp0bSUMieaE2C,2006,39,258920,0.796,0.0261,0.777,0.000358,0.121,0.787,-4.81,0.0397,132.722,6,4
Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",Shakira,3ZFTkvIE7kyPt6Nu3PEa7V,2005-11-28,83,218093,0.778,0.284,0.824,0.0,0.405,0.758,-5.892,0.0707,100.024,10,4
Barbra Streisand - Radio Edit,Barbra Streisand,Duck Sauce,0XvjOhwCnXXFOSlBbV9jPN,2010-10-15,47,196533,0.769,0.000939,0.922,0.197,0.233,0.506,-1.966,0.108,127.965,1,4
The Logical Song,Jumping All over the World,Scooter,4ii419QGxtahHOo4qzKb3Z,2007,40,237493,0.525,0.00119,0.942,0.0796,0.318,0.457,-5.728,0.0366,144.006,6,4
Sorry,Confessions on a Dance Floor,Madonna,55whbebR4olz2HHcRQa2kx,2005-11-11,62,281880,0.589,0.00121,0.877,0.013,0.169,0.443,-6.229,0.046,132.971,0,4
Summer Love,FutureSex/LoveSounds,Justin Timberlake,1MBM7CyZbwJpVbbZJnHHRg,2006-09-12,67,252973,0.606,0.0756,0.591,0.0,0.328,0.477,-7.228,0.087,95.802,0,4
Whistle,Wild Ones,Flo Rida,3bC1ahPIYt1btJzSSEyyrF,2012-06-22,78,224653,0.747,0.0208,0.937,0.0,0.29,0.739,-5.746,0.0453,103.976,0,4
U-Turn,8701,Usher,3KkxYjVDCdiLkJ2ETnrhr2,2001-08-07,47,189733,0.703,0.116,0.76,0.0,0.213,0.894,-6.054,0.17,90.989,5,4
Call On Me - Radio Edit,Call On Me,Eric Prydz,6eigjQFt6yHU2NaDaL6lZR,2004,0,175466,0.608,0.00496,0.85,0.00298,0.761,0.423,-5.969,0.414,126.273,10,4
Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor],Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor],Spiller,5ydeCNaWDmFbu4zl0roPAH,2000-08-14,58,227619,0.719,0.000132,0.806,0.0889,0.361,0.626,-6.802,0.0389,123.037,9,4
Pump It,Monkey Business,Black Eyed Peas,2ygMBIctKIAfbEBcT9065L,2005-01-01,75,213066,0.648,0.00937,0.931,0.0,0.752,0.744,-3.15,0.181,153.649,1,4
Into You (feat. Tamia),Street Dreams (Bonus Track),Fabolous,0yHConG49418wPs8UfAt44,2003-02-01,67,295773,0.546,0.233,0.538,0.0,0.118,0.58,-7.886,0.0523,182.12,7,4
Frontin' (feat. Jay-Z) - Club Mix,The Neptunes Present... Clones,The Neptunes,0iFOG4Ki9aDmJUYUFHQlPG,2003-08-19,67,236506,0.894,0.453,0.404,1.57e-06,0.0801,0.759,-5.913,0.13,102.009,9,4
Disturbia,Good Girl Gone Bad: Reloaded,Rihanna,2VOomzT6VavJOGBeySqaMc,2008-06-02,77,238626,0.707,0.0863,0.813,0.0,0.168,0.722,-4.515,0.0571,124.921,11,4
Dirrty (feat. Redman),Stripped,Christina Aguilera,59ZTxQo8rBycIXPLUIKvE2,2002-07-19,68,298853,0.64,0.107,0.889,0.0,0.339,0.436,-3.073,0.322,99.931,2,4
AM To PM,Christina Milian,Christina Milian,5bPvKo7mH5ZETLSbdP1oHo,2001-01-01,0,231306,0.87,0.146,0.876,1.55e-05,0.841,0.861,-2.999,0.117,104.985,0,4
My Love (feat. T.I.),FutureSex/LoveSounds Deluxe Edition,Justin Timberlake,4NeOWqHmlrGRuBvsLJC9rL,2006-09-13,72,276160,0.771,0.277,0.68,1.18e-05,0.682,0.808,-5.881,0.224,119.952,11,4
U Remind Me,8701,Usher,2QsZVnbWVSjKMXK6K3uRBL,2001-08-07,70,266893,0.657,0.194,0.629,0.0,0.254,0.726,-4.938,0.0782,93.985,6,4
By the Way,By the Way (Deluxe Edition),Red Hot Chili Peppers,1f2V8U1BiWaC9aJWmpOARe,2002-07-09,74,216933,0.451,0.0264,0.97,0.00355,0.102,0.198,-4.938,0.107,122.444,0,4
Like a Stone,Audioslave,Audioslave,3YuaBvuZqcwN3CEAyyoaei,2002-11-17,76,293960,0.614,0.00797,0.568,0.0,0.0997,0.516,-5.477,0.0276,107.849,7,4
Times Like These,One By One (Expanded Edition),Foo Fighters,67vYdAAM3oGsEImCRfbtsF,2002-10-22,68,265560,0.376,1.4e-05,0.908,1.4e-05,0.241,0.266,-3.793,0.0879,144.581,4,4
Headstrong,Trapt,Trapt,1AEYT6VxrxXPMoQUxsY0E4,2002-11-05,72,285569,0.492,0.000172,0.896,2.78e-06,0.189,0.534,-5.819,0.117,184.981,4,4
The Anthem,The Young and The Hopeless,Good Charlotte,0BRHnOFm6sjxN1i9LJrUDu,2002-10-04,73,175093,0.494,0.00666,0.939,0.0,0.139,0.893,-3.127,0.126,177.751,1,4
